cid, _264_	_265_	_266_	_267_	_268_	_269_	_270_	_271_	_272_	_273_	_274_	_275_	_276_	_277_	_278_	_279_	_280_	_281_	_184_	_185_	_186_	_043_	_044_	_045_	_046_	_047_	_048_	_049_	_050_	_051_	_052_	_053_	_054_	_055_	_056_	_057_	_058_	_059_	_060_	_187_	_188_	_061_	_062_	_063_	_064_	_065_	_181_	_182_	_282_	_283_	_284_	_285_	_286_	_179_	_180_	_183_	_189_	_066_	_067_	_068_	_069_	_070_	_071_	_072_	_073_	_074_	_075_	_170_	_171_	_287_	_288_	_289_	_290_	_291_	_292_	_293_	_294_	_295_	_296_	_168_	_169_	_172_	_175_	_176_	_173_	_174_	_177_	_178_	_190_	_191_	_192_	_193_	_194_	_195_	_196_	_197_	_198_	_199_	_200_	_201_	_202_	_203_	_204_	_205_	_206_	_207_	_208_	_209_	_210_	_211_	_212_	_213_	_214_	_215_	_216_	_217_	_218_	_219_	_220_	_221_	_222_	_223_	_224_	_225_	_226_	_227_	_228_	_076_	_077_	_078_	_079_	_080_	_081_	_082_	_083_	_084_	_085_	_086_	_087_	_088_	_089_	_090_	_091_	_092_	_093_	_094_	_095_	_096_	_097_	_098_	_099_	_100_	_101_	_102_	_103_	_104_	_105_	_106_	_107_	_108_	_109_	_110_	_111_	_112_	_113_	_114_	_124_	_000_	_001_	_002_	_003_	_004_	_005_	_006_	_007_	_008_	_009_	_010_	_011_	_012_	_013_	_014_	_015_	_016_	_017_	_018_	_019_	_020_	_021_	_022_	_023_	_024_	_025_	_026_	_027_	_028_	_029_	_030_	_031_	_032_	_033_	_034_	_035_	_036_	_037_	_038_	_039_	_123_	_125_	_128_	_129_	_126_	_127_	_130_	_131_	_139_	_140_	_137_	_138_	_141_	_134_	_135_	_132_	_133_	_136_	_142_	_143_	_162_	_163_	_160_	_161_	_164_	_157_	_158_	_155_	_156_	_159_	_165_	_151_	_152_	_149_	_150_	_153_	_146_	_147_	_144_	_145_	_148_	_154_	_166_	_167_	_229_	_230_	_231_	_232_	_233_	_234_	_235_	_236_	_237_	_238_	_239_	_240_	_241_	_242_	_243_	_244_	_245_	_115_	_246_	_247_	_248_	_249_	_250_	_251_	_252_	_253_	_254_	_116_	_117_	_118_	_040_	_041_	_042_	_121_	_122_	_255_	_256_	_257_	_258_	_259_	_260_	_261_	_262_	_119_	_120_	o[0]	_263_	o[1]	
0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 
